1	11
1	24
1	38
1	39
1	73
1	78
1	80
1	81
1	89
1	92
1	116
1	119
1	173
1	174
1	175
1	177
1	180
1	182
1	183
2	3
2	8
2	18
2	35
2	36
2	51
2	105
2	120
2	129
2	146
2	155
2	156
2	168
2	173
2	174
2	176
2	178
2	186
2	194
2	195
3	2
3	8
3	18
3	30
3	35
3	36
3	49
3	85
3	100
3	136
3	140
3	151
3	173
3	186
3	192
3	196
4	52
4	58
4	67
4	102
4	138
4	148
4	153
4	164
4	166
4	171
4	177
4	181
4	184
4	190
4	192
4	196
4	197
4	198
4	199
4	200
5	6
5	29
5	32
5	41
5	57
5	61
5	63
5	65
5	70
5	95
5	97
5	99
5	113
5	143
5	144
5	165
5	189
5	196
6	5
6	12
6	29
6	32
6	41
6	57
6	61
6	65
6	67
6	95
6	97
6	113
6	141
6	154
6	155
6	181
6	189
6	196
7	10
7	13
7	17
7	25
7	27
7	28
7	33
7	42
7	46
7	53
7	54
7	116
7	119
7	128
7	149
7	179
7	194
7	199
8	2
8	3
8	18
8	30
8	34
8	35
8	36
8	49
8	68
8	100
8	136
8	151
8	163
8	172
8	176
8	183
8	186
8	197
8	199
9	11
9	12
9	16
9	17
9	21
9	22
9	23
9	44
9	73
9	76
9	100
9	113
9	118
9	119
9	136
9	157
9	165
9	178
9	183
10	7
10	13
10	27
10	28
10	33
10	42
10	46
10	53
10	54
10	94
10	119
10	137
10	149
10	158
10	166
10	182
10	185
10	198
11	9
11	12
11	16
11	21
11	22
11	23
11	44
11	70
11	114
11	129
11	133
11	135
11	136
11	140
11	146
11	157
11	158
11	165
11	198
12	9
12	11
12	16
12	18
12	21
12	22
12	23
12	44
12	60
12	76
12	85
12	110
12	136
12	148
12	149
12	162
12	165
12	199
13	7
13	15
13	27
13	28
13	42
13	46
13	53
13	54
13	59
13	60
13	69
13	79
13	144
13	149
13	153
13	169
13	173
13	194
13	199
14	39
14	58
14	86
14	93
14	102
14	132
14	145
14	148
14	153
14	166
14	171
14	177
14	181
14	185
14	190
14	192
14	197
14	198
14	199
14	200
15	14
15	39
15	58
15	67
15	86
15	88
15	145
15	153
15	159
15	166
15	177
15	179
15	181
15	185
15	190
15	192
15	197
15	198
15	199
15	200
16	1
16	5
16	9
16	11
16	12
16	21
16	22
16	23
16	26
16	44
16	71
16	75
16	76
16	84
16	109
16	120
16	136
16	165
16	186
17	47
17	50
17	55
17	59
17	64
17	71
17	74
17	75
17	84
17	88
17	97
17	101
17	114
17	123
17	128
17	141
17	161
17	175
17	189
17	195
18	2
18	3
18	8
18	11
18	24
18	30
18	35
18	36
18	38
18	47
18	49
18	55
18	100
18	131
18	136
18	151
18	176
18	178
18	186
19	20
19	31
19	34
19	43
19	44
19	48
19	50
19	51
19	76
19	93
19	96
19	113
19	126
19	145
19	149
19	173
20	9
20	19
20	31
20	34
20	43
20	48
20	50
20	51
20	53
20	76
20	98
20	113
20	131
20	146
20	149
20	159
20	173
20	187
21	9
21	11
21	12
21	16
21	22
21	23
21	44
21	48
21	52
21	76
21	101
21	107
21	130
21	136
21	162
21	163
21	165
21	168
22	9
22	11
22	12
22	16
22	21
22	23
22	44
22	73
22	76
22	96
22	136
22	140
22	165
22	166
22	182
22	195
22	197
23	9
23	11
23	12
23	16
23	21
23	22
23	44
23	76
23	99
23	113
23	136
23	149
23	157
23	165
23	169
23	184
23	189
23	190
23	195
24	1
24	3
24	38
24	65
24	73
24	78
24	80
24	81
24	89
24	92
24	107
24	111
24	116
24	152
24	172
24	175
24	180
24	182
24	183
25	62
25	69
25	72
25	78
25	96
25	103
25	105
25	108
25	111
25	115
25	124
25	131
25	133
25	165
25	171
25	175
25	181
25	182
25	187
25	200
26	91
26	94
26	104
26	125
26	126
26	129
26	142
26	144
26	146
26	155
26	156
26	158
26	164
26	165
26	168
26	174
26	176
26	178
26	193
26	194
27	7
27	10
27	13
27	28
27	41
27	42
27	46
27	47
27	53
27	54
27	79
27	106
27	117
27	119
27	132
27	134
27	146
27	149
27	185
28	7
