1	27
1	110
1	123
1	134
1	167
1	272
1	278
1	309
1	391
1	460
1	551
1	582
1	590
1	606
1	655
1	689
1	840
1	882
1	975
2	84
2	88
2	127
2	247
2	310
2	540
2	543
2	557
2	725
2	750
2	794
2	804
2	805
2	812
2	832
2	945
2	948
2	975
2	985
3	51
3	108
3	213
3	241
3	411
3	432
3	435
3	472
3	575
3	596
3	646
3	681
3	707
3	716
3	810
3	860
3	980
3	999
4	28
4	58
4	306
4	339
4	484
4	502
4	513
4	578
4	617
4	625
4	682
4	734
4	735
4	775
4	777
4	781
4	831
4	913
4	952
5	403
5	622
5	629
5	644
5	649
5	666
5	706
5	739
5	763
5	829
5	863
5	896
5	934
5	974
5	975
5	978
5	989
5	999
6	120
6	204
6	312
6	329
6	371
6	601
6	619
6	714
6	745
6	760
6	785
6	800
6	831
6	852
6	872
6	904
6	917
6	944
6	992
7	44
7	56
7	77
7	270
7	277
7	300
7	320
7	523
7	801
7	825
7	827
7	843
7	845
7	861
7	934
7	962
8	289
8	335
8	512
8	518
8	545
8	651
8	677
8	718
8	749
8	765
8	780
8	885
8	889
8	954
8	963
8	976
8	979
8	987
9	158
9	191
9	272
9	322
9	394
9	395
9	401
9	471
9	531
9	586
9	626
9	878
9	928
9	936
9	957
9	959
10	171
10	324
10	423
10	426
10	516
10	549
10	564
10	588
10	685
10	715
10	728
10	734
10	749
10	845
10	847
10	893
10	906
10	912
10	943
11	265
11	307
11	309
11	345
11	384
11	526
11	552
11	618
11	645
11	683
11	788
11	800
11	902
11	907
11	938
11	956
11	966
11	971
12	116
12	344
12	364
12	592
12	599
12	672
12	694
12	700
12	731
12	734
12	751
12	764
12	831
12	845
12	847
12	857
12	893
12	906
13	27
13	62
13	218
13	233
13	355
13	456
13	491
13	519
13	521
13	576
13	682
13	741
13	762
13	791
13	817
13	848
13	897
13	900
14	11
14	87
14	309
14	365
14	512
14	552
14	618
14	645
14	788
14	800
14	818
14	823
14	843
14	907
14	938
14	956
14	966
14	971
15	90
15	228
15	281
15	377
15	399
15	463
15	490
15	673
15	768
15	770
15	811
15	820
15	822
15	850
15	864
15	943
15	944
15	959
15	975
16	419
16	551
16	586
16	605
16	608
16	673
16	688
16	776
16	813
16	836
16	890
16	898
16	929
16	931
16	960
16	980
16	994
16	997
17	150
17	209
17	247
17	540
17	543
17	683
17	698
17	725
17	750
17	755
17	758
17	804
17	805
17	832
17	844
17	889
17	945
17	983
17	985
18	37
18	59
18	60
18	250
18	325
18	400
18	408
18	455
18	563
18	600
18	636
18	657
18	664
18	723
18	726
18	888
18	907
18	958
19	8
19	204
19	289
19	295
19	358
19	518
19	677
19	718
19	765
19	780
19	885
19	889
19	954
19	963
19	976
19	979
19	982
19	987
20	198
20	252
20	357
20	387
20	525
20	589
20	593
20	733
20	738
20	759
20	794
20	802
20	822
20	932
20	942
20	953
20	964
20	965
20	971
21	230
21	252
21	314
21	542
21	556
21	583
21	589
21	738
21	759
21	802
21	822
21	839
21	876
21	908
21	917
21	932
21	953
21	964
22	79
22	152
22	168
22	191
22	267
22	394
22	396
22	401
22	471
22	626
22	798
22	842
22	851
22	917
22	939
22	957
23	7
23	410
23	445
23	600
23	609
23	633
23	713
23	730
23	744
23	772
23	778
23	793
23	819
23	903
23	918
23	922
23	961
23	986
24	29
24	377
24	614
24	733
24	761
24	807
24	846
24	849
24	853
24	871
24	892
24	922
24	924
24	926
24	927
24	942
24	953
24	987
24	990
24	997
25	425
25	555
25	640
25	667
25	744
25	746
25	790
25	852
25	856
25	861
25	887
25	899
25	915
25	968
25	971
25	982
25	984
25	992
26	440
26	531
26	656
26	662
26	678
26	703
26	848
26	902
26	905
26	909
26	935
26	936
26	937
26	944
26	950
26	955
26	970
26	986
26	995
26	996
26	999
26	1000
27	1
27	134
27	145
27	362
27	441
27	460
27	563
27	582
27	590
27	606
27	655
27	666
27	689
27	756
27	758
27	781
27	816
27	832
28	306
28	339
28	351
28	423
28	455
28	502
28	625
28	682
28	700
28	714
28	735
28	768
28	775
28	777
28	781
28	913
28	952
28	987
29	161
29	261
29	761
29	795
29	851
29	853
29	871
29	875
29	892
29	922
29	926
29	938
29	942
29	954
29	955
29	969
29	983
29	990
29	997
30	13
30	169
30	218
30	224
30	355
30	456
30	519
30	521
30	735
30	757
30	759
30	816
30	817
30	856
30	897
30	927
30	945
30	980
31	78
31	91
31	103
31	136
31	173
31	254
31	328
31	424
31	453
31	498
31	681
31	841
31	847
31	855
31	894
31	916
31	976
31	985
32	14
32	42
32	309
32	390
32	508
32	512
32	552
32	645
32	737
32	788
32	800
32	907
32	938
32	956
