1	5 
2	10 
3	3 
4	10 
5	19 
6	17 
7	3 
8	17 
9	23 
10	17 
11	15 
12	24 
13	2 
14	1 
15	21 
16	10 
17	12 
18	21 
19	17 
20	9 
21	4 12 
22	9 
23	11 
24	10 
25	11 
26	10 
27	8 
28	18 
29	5 
30	18 
31	14 
32	10 
33	8 23 
34	19 
35	16 
36	18 
37	16 
38	7 
39	8 
40	10 
41	5 
42	18 
43	25 
44	10 
45	22 
46	25 
47	17 
48	2 
49	6 
50	17 
51	16 
52	3 
53	5 
54	18 
55	15 
56	26 
57	24 
58	7 
59	2 12 
60	8 
61	21 
62	2 
63	26 
64	2 
65	8 
66	9 
67	12 
68	26 
69	5 
70	4 
71	15 
72	19 
73	21 
74	2 
75	5 
76	3 
77	8 
78	3 
79	10 
80	8 
81	16 
82	5 
83	3 
84	15 
85	13 
86	3 
87	8 
88	23 
89	21 
90	25 
91	21 
92	15 
93	3 
94	24 
95	2 
96	26 
97	6 
98	21 
99	1 
100	3 
101	24 
102	24 
103	25 
104	11 
105	7 
106	26 
107	15 
108	25 
109	6 13 
110	21 
111	22 
112	4 
113	11 
114	21 
115	26 
116	8 
117	7 
118	22 
119	14 
120	9 
121	2 
122	22 
123	2 
124	14 
125	5 
126	2 
127	24 
128	19 
129	7 
130	25 
131	3 
132	12 
133	20 24 
134	14 
135	21 
136	8 
137	12 26 
138	15 
139	16 
140	26 
141	23 
142	25 
143	4 
144	14 
145	9 
146	22 
147	22 
148	6 
149	9 17 
150	11 
151	22 
152	25 
153	16 
154	12 
155	11 
156	26 
157	12 
158	19 
159	1 
160	11 
161	7 
162	15 
163	26 
164	6 16 
165	14 
166	4 
167	1 
168	13 
169	19 
170	7 
171	11 
172	12 
173	9 
174	23 
175	7 24 
176	14 
177	12 
178	26 
179	1 
180	11 
181	6 
182	23 
183	13 
184	14 
185	8 
186	13 
187	6 19 
188	2 
189	15 
190	4 
191	13 
192	26 
193	13 23 
194	19 
195	20 
196	22 
197	13 
198	7 
199	23 
200	11 
201	9 
202	13 
203	8 
204	20 
205	20 
206	24 
207	9 
208	13 
209	9 14 
210	11 
211	14 
212	11 
213	5 17 
214	14 
215	2 
216	4 
217	2 
218	6 
219	14 
220	19 
221	13 
222	19 
223	11 
224	7 
225	1 
226	1 
227	12 
228	9 
229	23 
230	1 
231	20 
232	13 
233	6 
234	8 
235	8 
236	23 
237	20 
238	23 
239	19 
240	12 
241	17 18 
242	20 
243	6 
244	14 
245	16 
246	15 
247	4 7 
248	23 
249	2 
250	1 
251	16 
252	7 9 
253	4 
254	8 
255	15 
256	24 
257	16 
258	20 
259	20 
260	1 23 
261	7 
262	1 
263	16 
264	2 
265	7 
266	20 
267	4 
268	16 
269	24 
270	6 
271	16 
272	4 
273	15 
274	12 
275	16 
276	20 
277	15 
278	15 
279	16 
280	23 
281	19 
282	15 
283	13 
284	19 
285	24 
286	2 
287	8 
288	12 
289	7 
290	4 
291	5 16 
292	20 
293	15 
294	18 22 
295	7 
296	2 
297	1 
298	1 
299	19 
300	16 
301	24 
302	19 
303	6 
304	20 
305	23 
306	8 
307	24 
308	12 
309	20 
310	13 
311	13 
312	7 
313	18 19 
314	2 
315	24 
316	20 
317	12 25 
318	12 
319	19 20 
320	12 
321	6 
322	15 
323	1 
324	6 
325	19 
326	1 
327	13 
328	7 
329	6 
330	20 
331	24 
332	1 
333	20 
334	6 
335	6 23 
336	19 
337	1 6 
338	24 
339	19 
340	19 
341	15 
342	19 
343	24 
344	6 
345	4 8 
346	8 
347	19 
348	13 22 
349	19 
350	7 
351	2 
352	9 21 
353	8 
354	20 
355	1 6 
356	19 
357	16 
358	15 
359	8 
360	7 
361	13 20 
362	1 
363	12 
364	16 
365	19 
366	12 
367	8 
368	12 
369	8 15 
370	12 
371	8 
372	13 
373	7 
374	24 
375	16 
376	12 
377	2 
378	6 
379	7 
380	13 
381	1 
382	6 
383	16 
384	15 
385	24 
386	24 
387	20 
388	15 
389	6 
390	24 
391	20 
392	19 
393	15 
394	20 
395	24 
396	20 
397	16 
398	20 
399	8 
400	9 11 
401	6 
402	16 
403	13 
404	4 15 
405	19 
406	13 
407	24 
408	12 
409	15 
410	6 
411	16 
412	24 
413	20 
414	13 22 
415	15 
416	6 
417	12 
418	12 19 
419	24 
420	24 
421	16 
422	16 
423	6 
424	19 
425	15 
426	20 
427	13 
428	6 
429	16 
430	6 
431	12 
432	4 15 
433	24 
434	12 
435	12 
436	20 
437	24 
438	13 
439	6 
440	13 
441	20 
442	15 
443	13 20 
444	13 
445	24 
446	20 
447	20 
448	13 
449	15 
450	6 
451	13 
452	16 18 
453	24 
454	13 
455	16 
456	16 
457	20 
458	15 
459	24 
460	15 
461	13 
462	8 13 
463	15 
464	15 
465	20 
466	6 
467	6 
468	8 12 
469	24 
470	15 
471	19 25 
472	13 
473	19 25 
474	20 
475	16 24 
476	15 22 
477	20 
478	20 
479	24 
480	15 
481	24 
482	2 12 
483	20 
484	20 
485	20 
486	20 
487	19 23 
488	20 
489	20 
490	6 8 
491	8 13 
492	1 8 
493	20 
494	20 
495	20 
496	20 
497	4 24 
498	1 16 
499	20 
500	20 
